target_month,month_end_date,trading_days_in_month,realized_volatility,forecast_previous_month_rv,forecast_six_month_rv,forecast_gjr_garch,forecast_egarch,estimation_sample_size_days
2010-06,2010-06-30,18,0.7808819420879908,0.5981083537536283,0.730345538885736,0.4346025740962283,1.557928347132134,3770
2010-07,2010-07-30,22,0.7024687635641442,0.7808819420879908,0.6050408895456988,0.39612875502856204,1.2567455599722193,3788
2010-08,2010-08-31,23,0.7801865367522454,0.7024687635641442,0.6267561979322401,0.32444180573373005,0.8877678789839125,3810
2010-09,2010-09-30,23,0.7120540062745726,0.7801865367522454,0.6671065189416568,0.34104702855903424,1.077553943995281,3833
2010-10,2010-10-29,21,0.6150360938376783,0.7120540062745726,0.6907322204966303,0.3264617442342399,0.9452478771838048,3856
2010-11,2010-11-30,18,0.5603219691504132,0.6150360938376783,0.691152322741425,0.321986784904832,0.7817674582759543,3877
2010-12,2010-12-31,22,0.5733471506089808,0.5603219691504132,0.6847690977327274,0.33607259765159564,1.0362617288069813,3895
2011-01,2011-01-31,20,0.3581739087321446,0.5733471506089808,0.6410130832068948,0.31982439883090635,0.7652692463532754,3917
2011-02,2011-02-28,17,0.4844314416918774,0.3581739087321446,0.6113815909756654,0.35696838315715523,1.133145316437127,3937
2011-03,2011-03-31,22,0.7313548357585243,0.4844314416918774,0.5465874854279189,0.3392311753291453,1.0826595694579906,3954
2011-04,2011-04-29,18,0.5498453469416794,0.7313548357585243,0.5471262370510918,0.3234614597594879,0.9585636901114539,3976
2011-05,2011-05-27,17,0.7041679721153026,0.5498453469416794,0.5300114593893802,0.32246125180272356,0.9797104680327293,3994
2011-06,2011-06-30,22,0.6585163703222237,0.7041679721153026,0.5506958591598438,0.32691733347943475,0.9605507416529758,4011
2011-07,2011-07-29,23,0.6171803491557852,0.6585163703222237,0.564653772006555,0.36166594812024405,1.2587054325761076,4033
2011-08,2011-08-31,22,0.7997714441116482,0.6171803491557852,0.6061613496279198,0.3352656585157428,1.013107167506453,4056
2011-09,2011-09-30,22,0.5996763116358839,0.7997714441116482,0.6667927913159288,0.3464227637774418,1.2342900450633827,4078
2011-10,2011-10-31,21,0.7473054131677946,0.5996763116358839,0.6446507066728419,0.4606726979277807,1.4484426021113308,4100
2011-11,2011-11-30,20,0.568589720853344,0.7473054131677946,0.672434387627852,0.4676092183309269,1.5077111868764987,4121
2011-12,2011-12-30,20,0.48395843129903954,0.568589720853344,0.6571375115637513,0.7204350403600128,2.336635362747633,4141
2012-01,2012-01-31,18,0.7373479112494398,0.48395843129903954,0.6352681610893396,0.34121096023759256,1.1102767475441309,4161
2012-02,2012-02-29,18,0.40900519693295384,0.7373479112494398,0.6471912919814607,0.32454137925512705,0.8268854962023373,4179
2012-03,2012-03-30,21,0.40203263681410834,0.40900519693295384,0.5810881926467361,0.3295570886987735,0.8978704655258842,4197
2012-04,2012-04-30,18,0.6576559324947016,0.40203263681410834,0.5526017630741883,0.327088684100284,0.917377165665722,4218
2012-05,2012-05-31,21,0.6421749673531097,0.6576559324947016,0.5246888487048151,0.32693865740295586,0.9716164735325973,4236
2012-06,2012-06-29,21,0.43954788881002976,0.6421749673531097,0.5414181821617448,0.3341358993441412,0.942910736619784,4257
2012-07,2012-07-31,21,0.39478755313630565,0.43954788881002976,0.5325363552829762,0.4902983953333465,1.6147948150278948,4278
